,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,SalesPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollar,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
133,480,BACARDI USA INC,3344,Bombay Sapphire Gin,19.99,14.49,19.99,750,23798,344833.02,24620.0,516761.8,19388.25,171928.77999999997,33.27041201574883,1.0345407177073704,1.4985856052880318,14.49,Large,-11910.78
134,8004,SAZERAC CO INC,5191,Fireball Cinnamon Whiskey,9.99,7.93,9.99,375,43352,343781.36,43057.0,430139.43,16928.97,86358.07,20.07676208619145,0.9931952389739804,1.2512005595649514,7.93,Large,2339.35
135,3960,DIAGEO NORTH AMERICA INC,3878,Smirnoff 80 Proof,10.99,7.96,12.99,750,43015,342399.4,43690.0,499703.1,34397.94,157303.69999999995,31.47943248701078,1.015692200395211,1.4594158167333235,7.960000000000001,Large,-5373.0
136,3960,DIAGEO NORTH AMERICA INC,3352,Ciroc Coconut Vodka,24.99,18.79,28.99,750,18095,340005.05,18976.0,474449.24,14945.69,134444.19,28.336896482329703,1.0486874827300359,1.395418215111805,18.79,Large,-16553.989999999998
137,12546,JIM BEAM BRANDS COMPANY,3253,Gilbeys London Dry,12.49,9.08,11.99,1750,37423,339800.83999999997,37497.0,463220.03,68894.6,123419.19000000006,26.64375070309461,1.0019773935814873,1.363210373464645,9.079999999999998,Large,-671.92
138,3664,WILLIAM GRANT & SONS INC,1921,Glenfiddich Special Rsv 12,67.99,52.71,67.99,1750,6436,339241.56,5463.0,379168.37,10040.87,39926.81,10.530100387856718,0.8488191423244251,1.11769433556431,52.71,Large,51286.83
139,3960,DIAGEO NORTH AMERICA INC,4264,Capt Morgan Spiced Rum Trav,16.99,11.53,14.99,750,29352,338428.56,28860.0,447487.39999999997,22722.45,109058.83999999997,24.371376713623665,0.9832379394930498,1.3222506989362834,11.53,Large,5672.759999999999
140,3960,DIAGEO NORTH AMERICA INC,2752,Johnnie Walker Black Label,38.99,26.31,34.99,750,12778,336189.18,13083.0,490792.17000000004,10306.04,154602.99000000005,31.5007042594017,1.0238691501017374,1.45986902374431,26.31,Large,-8024.549999999999
141,12546,JIM BEAM BRANDS COMPANY,3997,Hornitos Plata Tequila,19.99,14.05,19.99,750,23835,334881.75,23007.0,474637.93,18117.01,139756.18,29.444798059017323,0.9652611705475141,1.4173299381050177,14.05,Large,11633.400000000001
142,3664,WILLIAM GRANT & SONS INC,3234,Hendrick's Gin,62.99,45.92,61.99,1750,7290,334756.8,7465.0,467921.35,13719.89,133164.55,28.458746325637847,1.0240054869684498,1.397794906630724,45.92,Large,-8036.0
143,8004,SAZERAC CO INC,1767,Buffalo Trace Bourbon,24.99,19.37,24.99,750,17274,334597.38,16336.0,412468.63999999996,12865.98,77871.25999999995,18.879316497855438,0.9456987379877272,1.2327312305912257,19.37,Large,18169.06
144,3664,WILLIAM GRANT & SONS INC,5337,Drambuie,27.99,20.6,26.99,750,16167,333040.2,14262.0,394423.38,11234.04,61383.17999999999,15.56276405318569,0.8821673779922063,1.1843116236418305,20.6,Large,39243.0
145,7239,REMY COINTREAU USA INC,4437,Mount Gay Eclipse,30.99,23.48,33.99,1750,14171,332735.08,13562.0,461672.38,24922.55,128937.29999999999,27.92831141425441,0.957024910027521,1.3875073827502649,23.48,Large,14299.32
146,1392,CONSTELLATION BRANDS INC,11213,Meiomi Pnt Nr,19.99,12.66,18.99,750,26190,331565.39999999997,25652.0,503067.48,2871.6600000000003,171502.08000000002,34.09126743791907,0.9794578083237877,1.517249628580063,12.659999999999998,Large,6811.08
147,1128,SAZERAC CO INC,5299,Southern Comfort,21.99,15.26,19.99,1750,21713,331340.38,15234.0,349220.66,27990.82,17880.27999999997,5.120052175607243,0.7016073320130797,1.0539634800925863,15.26,Large,98869.54
148,7239,REMY COINTREAU USA INC,782,Remy Martin 1738 Accord Ryl,54.99,35.15,54.99,750,9415,330937.25,9148.0,444072.52,7204.4,113135.27000000002,25.476755463274337,0.9716409984067976,1.3418632082063897,35.15,Large,9385.05
149,3960,DIAGEO NORTH AMERICA INC,2889,Buchanans Deluxe 12Yr Scotch,31.99,23.07,32.99,750,14260,328978.2,13468.0,432258.32,10606.02,103280.12,23.893147967631943,0.9444600280504909,1.3139421396311366,23.07,Large,18271.44
150,3960,DIAGEO NORTH AMERICA INC,3549,Ketel One Vodka,26.99,17.82,26.99,750,18322,326498.04,16532.0,407030.68,13020.04,80532.64000000001,19.78539799506023,0.902303242004148,1.2466558145341393,17.82,Large,31897.8
151,17035,PERNOD RICARD USA,857,Kahlua,21.99,16.17,22.99,1000,20165,326068.05,19674.0,462932.26,20657.7,136864.21000000002,29.564630038960782,0.9756508802380363,1.419741247264183,16.169999999999998,Large,7939.470000000001
152,3960,DIAGEO NORTH AMERICA INC,8506,Myers Original Dark Rum,29.99,21.42,32.99,1750,15187,325305.54000000004,14633.0,449036.67,26889.579999999998,123731.12999999995,27.554794132960218,0.9635214328043722,1.3803535900433788,21.42,Large,11866.68
153,4425,MARTIGNETTI COMPANIES,14672,Duckhorn Decoy Cab Svgn,21.99,11.61,16.95,750,27814,322920.54,27729.0,508256.95,3105.32,185336.41000000003,36.46510096910628,0.9969439850435032,1.573938127317637,11.61,Large,986.8499999999999
154,4425,MARTIGNETTI COMPANIES,6579,J Lohr Riverstone Chard,8.99,5.8,9.99,750,54960,318768.0,56157.0,605967.38,6301.71,287199.38,47.395188170029876,1.0217794759825327,1.90096678462079,5.8,Large,-6942.599999999999
155,3252,E & J GALLO WINERY,2164,New Amsterdam Gin,16.99,12.14,16.99,1750,26071,316501.94,24495.0,431674.05,45007.59,115172.10999999999,26.680341336246638,0.939549691227801,1.363890692107606,12.14,Large,19132.64
156,2000,SOUTHERN WINE & SPIRITS NE,27854,F Coppola Black Label Claret,14.99,10.2,16.99,750,30869,314863.8,30768.0,443192.12,3445.7200000000003,128328.32,28.955460670194228,0.9967281091062231,1.407567716580947,10.2,Large,1030.1999999999998
157,8112,MOET HENNESSY USA INC,3682,Belvedere Vodka,22.99,16.66,26.99,750,18848,314007.68,17869.0,413944.31,14073.02,99936.63,24.142530187212866,0.9480581494057725,1.3182617380568526,16.66,Large,16310.14
158,9552,M S WALKER INC,7878,Allens Coffee Brandy,15.99,9.99,15.99,1750,31200,311688.0,31160.0,471064.4,57256.32,159376.40000000002,33.833250825152575,0.9987179487179487,1.5113331279997948,9.99,Large,399.6
159,2561,EDRINGTON AMERICAS,1634,The Famous Grouse,29.99,20.73,39.99,1750,15031,311592.63,14614.0,444949.86,26854.42,133357.22999999998,29.971293844209768,0.9722573348413279,1.4279858288047442,20.73,Large,8644.41
160,12546,JIM BEAM BRANDS COMPANY,3444,Hornitos Plata Tequila,39.99,29.13,39.99,1750,10636,309826.68,10362.0,375689.38,19042.86,65862.70000000001,17.531158320205915,0.9742384355020685,1.212579174911599,29.13,Large,7981.62
161,17035,PERNOD RICARD USA,2426,The Glenlivet 15Yr FrenchOak,51.99,41.59,54.99,750,7445,309637.55,7445.0,413475.55,5866.5,103838.0,25.113455922605336,1.0,1.3353533833348055,41.589999999999996,Large,0.0
162,1392,CONSTELLATION BRANDS INC,32915,Kim Crawford Svgn Bl Marlbro,14.99,9.99,17.99,750,30842,308111.58,30869.0,472099.31,3459.25,163987.72999999998,34.735854623468946,1.0008754296089748,1.5322348806234416,9.99,Large,-269.73
163,4425,MARTIGNETTI COMPANIES,35412,Yellow Tail Chard Ausl,9.99,5.97,8.95,1500,51294,306225.18,50797.0,491916.08999999997,11409.35,185690.90999999997,37.74849283746746,0.9903107575934808,1.6063868098632514,5.97,Large,2967.0899999999997
164,3960,DIAGEO NORTH AMERICA INC,3840,Smirnoff Raspberry Vodka,22.99,14.39,17.99,1750,21076,303283.64,21167.0,438524.32999999996,38894.1,135240.68999999994,30.8399513431786,1.0043177073448473,1.4459214812905832,14.39,Large,-1309.49
165,9552,M S WALKER INC,3769,Jenkins Vodka,9.49,7.02,8.99,1750,42549,298693.98,42105.0,394134.45,77358.39,95440.47000000003,24.215206257661574,0.9895649721497568,1.3195259241582307,7.02,Large,3116.8799999999997
166,8673,STE MICHELLE WINE ESTATES,8815,Ch Ste Michelle Chard Colmbi,8.99,6.07,8.99,750,48853,296537.71,48587.0,431702.35,5449.72,135164.63999999996,31.30968362808309,0.9945550938529876,1.4558092797034143,6.07,Large,1614.6200000000001
167,3960,DIAGEO NORTH AMERICA INC,3879,Smirnoff 80 Proof Traveler,12.99,7.91,10.99,750,37344,295391.04,36604.0,427609.96,28815.44,132218.92000000004,30.92044909337473,0.9801842330762639,1.4476063999774673,7.909999999999999,Large,5853.400000000001
168,12546,JIM BEAM BRANDS COMPANY,1375,Jim Beam,14.49,11.5,14.49,750,25183,289604.5,26121.0,402621.29,20569.55,113016.78999999998,28.070246856543523,1.0372473494023746,1.3902452827908405,11.5,Large,-10787.0
169,8892,TRINCHERO FAMILY ESTATES,41034,Menage a Trois Red,8.99,5.26,7.95,750,54738,287921.88,54744.0,509372.48,6135.29,221450.59999999998,43.475179499292935,1.0001096130658775,1.7691343221293219,5.26,Large,-31.56
170,1128,BROWN-FORMAN CORP,1545,Gentleman Jack,29.99,19.42,26.99,750,14785,287124.7,14501.0,423808.99,11423.39,136684.28999999998,32.25138994809902,0.9807913425769361,1.4760450424501967,19.42,Large,5515.280000000001
171,480,BACARDI USA INC,2665,Dewars White Label,19.99,15.38,19.99,750,18574,285668.12,19088.0,400461.12,15034.06,114793.0,28.665204751961937,1.0276730914181114,1.4018404293765787,15.379999999999999,Large,-7905.320000000001
172,1128,BROWN-FORMAN CORP,1770,Jack Daniels Tennessee Fire,38.99,26.42,38.99,1750,10746,283909.32,10128.0,389506.72000000003,18613.13,105597.40000000002,27.11054638543849,0.9424902289223898,1.3719405900447368,26.42,Large,16327.560000000001
173,4425,MARTIGNETTI COMPANIES,6595,Bogle Merlot,6.95,4.48,7.99,750,63188,283082.24,62368.0,502198.46,6997.39,219116.22000000003,43.63140022372829,0.9870228524403367,1.7740373256902306,4.4799999999999995,Large,3673.6000000000004
174,1392,CONSTELLATION BRANDS INC,35472,R M Woodbridge Pnt Grigio,8.99,5.88,8.99,1500,47207,277577.16,46764.0,469543.36,10501.0,191966.2,40.883593796321605,0.9906157985044591,1.6915777940807524,5.88,Large,2604.84
175,8004,SAZERAC CO INC,5105,Dr McGillicuddy's Mentholmnt,25.99,14.81,25.99,1750,18007,266683.67,17355.0,390990.44999999995,31890.829999999998,124306.77999999997,31.79279186998045,0.9637918587216082,1.4661207039786124,14.809999999999999,Large,9656.12
176,8004,SAZERAC CO INC,5153,Fireball Cinn Whisky Trav,15.99,10.44,15.99,750,25499,266209.56,25465.0,381031.35,20051.86,114821.78999999998,30.134473187048776,0.9986666143770344,1.431321061497566,10.44,Large,354.96
177,3960,DIAGEO NORTH AMERICA INC,4368,Capt Morgan Private Stock,32.99,23.91,33.99,1750,11035,263846.85000000003,11114.0,379652.86,20425.75,115806.00999999995,30.503131202541173,1.0071590394200272,1.4389137486386514,23.910000000000004,Large,-1888.89
178,3960,DIAGEO NORTH AMERICA INC,3488,Tanqueray,23.99,15.62,21.99,750,16740,261478.8,16745.0,387588.55,13188.29,126109.75,32.53701637986984,1.0002986857825567,1.4822943580894512,15.62,Large,-78.1
179,3960,DIAGEO NORTH AMERICA INC,8111,Smirnoff 80 Proof,0.99,0.77,0.99,50,337660,259998.2,334939.0,331589.61,17579.29,71591.40999999997,21.590365874250395,0.9919415980572173,1.2753534832164222,0.77,Large,2095.17
180,6213,MHW LTD,5921,RumChata Liqueur,21.99,14.81,23.99,750,17419,257975.38999999998,17317.0,363394.82999999996,13638.27,105419.43999999997,29.009614693747842,0.9941443251621792,1.4086414599470127,14.809999999999999,Large,1510.6200000000001
181,1392,CONSTELLATION BRANDS INC,40096,Black Box Cab Svgn,16.99,10.52,18.99,3000,24452,257235.04,24253.0,443383.47,10913.85,186148.42999999996,41.98361973214743,0.9918616064125634,1.723651140217911,10.52,Large,2093.48
182,17035,PERNOD RICARD USA,2756,Jameson Caskmates,29.99,22.89,29.99,750,11220,256825.8,10632.0,316023.68,8376.85,59197.880000000005,18.732102606994516,0.9475935828877006,1.2304981820362284,22.89,Large,13459.32
183,9165,ULTRA BEVERAGE COMPANY LLP,15094,Butter Chard,14.99,9.08,13.99,750,28274,256727.91999999998,25366.0,368418.66,2840.4100000000003,111690.73999999999,30.316254882420996,0.8971493244677089,1.435054901702939,9.08,Large,26404.64
184,8112,MOET HENNESSY USA INC,8612,Grand Marnier,67.99,45.79,67.99,1750,5583,255645.57,5516.0,351316.83999999997,10139.19,95671.26999999996,27.23219017909872,0.9879992835393158,1.3742340225179728,45.79,Large,3067.93
185,9815,WINE GROUP INC,6349,Glen Ellen Chard RSV,6.99,4.63,6.99,1500,55151,255349.13,54842.0,383345.58,12318.42,127996.45000000001,33.38931154495117,0.9943972004134105,1.5012605682267255,4.63,Large,1430.67
186,12546,JIM BEAM BRANDS COMPANY,3351,Pinnacle Whipped Vodka,16.99,13.27,16.99,1750,19227,255142.29,18722.0,314369.77999999997,34401.58,59227.48999999996,18.840071078078804,0.9737348520309981,1.2321351352611907,13.27,Large,6701.349999999999
187,3664,WILLIAM GRANT & SONS INC,8021,Glenfiddich Special Rsv 12,39.99,31.49,47.99,750,8081,254470.69,6976.0,305773.24,5497.84,51302.54999999999,16.777972460899456,0.8632594975869323,1.2016049471159134,31.490000000000002,Large,34796.45
188,9165,ULTRA BEVERAGE COMPANY LLP,3788,Patron Silver Tequila,27.99,19.99,27.99,375,12664,253153.36,12119.0,332234.81,4756.57,79081.45000000001,23.802879054124404,0.956964624131396,1.3123855436878262,19.99,Large,10894.55
189,11567,CAMPARI AMERICA,8107,Wild Turkey 101,36.99,26.71,34.99,1750,9472,252997.12,9109.0,323428.91000000003,16742.88,70431.79000000004,21.77659071973499,0.9616765202702703,1.2783896907601162,26.71,Large,9695.73
190,8112,MOET HENNESSY USA INC,2692,Glenmorangie 10 Yr Scotch,41.99,26.31,34.99,750,9588,252260.28,9337.0,334079.63,7356.72,81819.35,24.490972406788167,0.9738214434710054,1.3243449583105196,26.31,Large,6603.8099999999995
191,1128,BROWN-FORMAN CORP,1237,Jack Daniels Single Barrel,44.99,33.83,49.99,750,7418,250950.94,6658.0,303998.42,5246.55,53047.47999999998,17.449919641029705,0.8975465084928552,1.2113858589252544,33.83,Large,25710.8
192,480,BACARDI USA INC,3851,Grey Goose Vodka,15.99,12.02,15.99,375,20841,250508.82,20370.0,303207.3,8002.79,52698.47999999998,17.38034671328823,0.9774003166834605,1.210365766762224,12.02,Large,5661.42
193,3664,WILLIAM GRANT & SONS INC,8480,Clan MacGregor,14.99,11.19,14.99,1750,22379,250421.01,21500.0,329242.0,39505.409999999996,78820.98999999999,23.940138256965998,0.9607221055453774,1.3147539018391468,11.190000000000001,Large,9836.01
194,17035,PERNOD RICARD USA,2645,Chivas Regal,31.99,21.89,31.99,750,11427,250137.03,10418.0,325119.82,8208.39,74982.79000000001,23.06312485040131,0.9117003587993349,1.299766851793195,21.89,Large,22087.010000000002
195,3089,SIDNEY FRANK IMPORTING CO,812,Jagermeister Liqueur,22.99,17.03,22.99,1000,14663,249710.89,14479.0,313344.20999999996,15202.95,63633.31999999995,20.307801443020107,0.9874514083066221,1.2548279732613983,17.03,Large,3133.5200000000004
196,1392,CONSTELLATION BRANDS INC,40097,Black Box Chard,16.99,10.59,18.99,3000,23567,249574.53,23511.0,426705.89,10579.95,177131.36000000002,41.51134637490006,0.9976237959859126,1.7097333209442487,10.59,Large,593.04
197,9552,M S WALKER INC,40425,Mionetto Prosecco Brut,13.99,6.42,9.95,750,38456,246887.52,37020.0,451247.84,4149.3,204360.32000000004,45.28782231954839,0.9626586228416892,1.8277466596934508,6.42,Large,9219.12
198,12546,JIM BEAM BRANDS COMPANY,3696,Gilbeys Vodka,10.49,7.6,10.49,1750,32485,246886.0,32157.0,341285.93,59081.19,94399.93,27.660070838548776,0.9899030321686932,1.382362426383027,7.6,Large,2492.7999999999997
199,8112,MOET HENNESSY USA INC,821,Grand Marnier,38.99,27.99,38.99,1000,8781,245780.19,8616.0,331221.84,9046.800000000001,85441.65000000002,25.795898603787727,0.9812094294499487,1.3476344045465993,27.990000000000002,Large,4618.349999999999
